temperature,humidity,pressure,vibration,gas,d_temperature,d_humidity,d_pressure,d_gas,node_enc,label
27.773436404081032,57.81714335383799,1014.2797576724562,0.4394633936788146,160.84726977255025,0.9559945203362027,-0.8838327756636011,1.4647045830997407,6.066900704592527,2,3
26.56998728060573,58.277836451887865,1018.2977056320169,0.28493564427131046,170.91173721076925,0.9834045098534339,-0.39151551408092455,0.09902572652895136,-4.0832988814730555,0,3
28.28423384487852,44.59666332116613,986.8666265285447,0.5895022075365837,190.78082276781865,0.8906064345328208,0.2367720186661746,-0.47015203493134905,28.99385314840729,0,3
26.657931403247993,49.58107644563452,991.8209649474917,0.2260206371941118,470.06535952879995,1.7656320330745594,0.6167946962329223,-0.7815449233065173,-24.13967315961697,3,3
27.31948658448844,51.39832445181099,1009.3998663113049,0.5332779646944656,167.61221486803112,1.1910606075732408,-0.6355278244238753,1.0214456412706099,-4.490647530525319,1,3
28.43018111458797,35.75151901893341,1018.6913909837999,0.37990165334790627,254.10859204070763,1.7266588657937942,0.45454399171284177,-0.6938369247766585,4.226638464323962,3,3
26.653772782295828,42.80792793831834,1000.5470915875793,0.3085396127095584,423.20762856925245,1.1567533266935892,-0.4381309806252385,0.17078433263299386,-21.54454650151424,4,3
26.75347218851122,58.685286478412415,1015.8897907718663,0.279486272613669,102.15362567820493,1.615461428454834,0.41371468769523423,0.9160286721639492,16.276220801156747,4,3
29.649422986945385,50.62584861204667,1021.5983870217513,0.5400154311159198,275.28576291389936,0.8954101164904114,-0.2583634956034673,0.6753650106544291,9.9553413970498,3,3
28.667695402607723,56.29310582183184,1003.888597006478,0.2478376983753207,378.165467016968,1.5607850486168975,0.12255439513899247,1.083868719818244,-0.3722642181365572,0,3
28.916253824931676,37.66137969948395,1002.5734600746308,0.28068768093415847,449.34780231267257,1.2753702231821118,0.12655114395276734,0.78206434570451,-21.64011273564746,4,3
28.33545971042569,39.873469393634466,1022.7141428223192,0.4395461865954144,370.96612388548476,1.6804678390152579,0.2487080962675865,-0.817465256649144,-23.670344410183763,3,3
29.232485061456988,39.47768141326486,1020.7023599395991,0.41573689676626024,414.9016605139844,1.6960912999234932,-0.36399305005627225,-1.559792301889293,-16.323890247483497,0,3
29.281250204136477,55.657533998152246,985.2780852212476,0.40429892103102627,262.7902912280238,1.0221078104707302,-0.7602692653326344,-0.6495393143854882,26.574582234751148,0,3
27.873042981597337,36.55741393061556,995.1566165573738,0.2987504251354405,371.5586664075175,1.5122705899244422,-0.7038261400932002,1.9909619401957674,-13.9931391434829,1,3
28.20910867897813,36.235490029999745,996.1458585694645,0.5633063543866614,193.42913736011923,0.9448948720912231,-0.02109447944487397,1.9426018164424028,-15.476683709309976,3,3
26.77490130953123,43.871706945473704,994.686397531097,0.5212559025519583,283.417247433955,1.7834231408948429,-0.20235111511089388,1.2657274928775357,17.900707499073064,0,3
27.590652220903902,39.476444249596504,986.6310056621905,0.4363571772752967,364.25010111849014,0.8165878289278562,0.024186116598561958,-1.0940168992082482,8.71036742456699,3,3
29.69777909926465,44.54172850610054,1005.7100540210992,0.5350840423629312,363.5191456453195,1.535216119240772,-0.5818567585245726,0.16579189531026328,11.747063960704928,3,3
27.094846752126184,58.57204023990646,1005.6654356508405,0.3043316699321636,488.5389429055905,1.7654193512887937,0.11658690721419518,1.5305453727573588,-18.677573499517237,0,3
27.687312553683046,52.422936292885744,1020.8844103981031,0.5548345697060468,404.1514628844733,1.442031646154288,-0.8317200700099023,-1.353485143621545,23.913251311624755,3,3
28.474334512883946,43.93478639748183,1022.6053376983111,0.5894655347021269,210.7291801476116,1.1053638603443936,-0.02877249282754679,-0.20630342805501067,29.66744775664924,3,3
28.92140935258162,40.6939780999232,998.0159879263707,0.49859656204720965,353.3568306284137,1.6492234104941779,0.31522578460068673,0.2732344133418865,-24.379513930314452,2,3
28.663530901832043,41.01108364653402,1008.5948339024218,0.5915571433100035,289.82943965418747,1.706098787718554,-0.1312112689791427,-0.5996863692212973,8.706201721833892,0,3
27.163826158513352,52.338850766276124,996.2308944976343,0.20972638657258155,351.7341954037954,0.977110679407049,0.8809171687058286,1.8157143080103495,24.891863413226915,2,3
29.042243831251206,57.87372432857488,998.2300121868205,0.42110598673419597,323.1940629766269,1.7803315837160456,-0.8493074879877436,-0.7772119228512726,-18.54533813097924,0,3
27.577534817531344,39.06782592046622,1007.272050498334,0.5744619096643124,371.4516207032395,1.370061170089365,-0.8056470124584629,0.46002890679667896,29.403231006255794,1,3
27.36415640683711,42.08697412205453,997.902030569544,0.5394679179698698,153.28231926239124,1.5089109969101187,0.10563995381581548,-0.8139594254088061,-4.813148613223412,1,3
29.44804588317235,56.91777326135531,1005.4536959544375,0.40060651787487983,411.3351197970423,1.4499639307777652,0.4039337545154067,1.1831706777444042,23.400320509053977,3,3
28.4681406447257,45.523378952434086,1011.8810454118079,0.33126106698989277,160.46623052382023,1.7818408883105312,0.6778670041387267,1.441618473246701,-14.984918369048156,1,3
29.296841906242836,43.64457539387031,990.0824205060754,0.4088973040219217,400.2974857084582,1.0158210274968433,0.2457809516380005,-1.658610140024928,-26.89909672988354,3,3
27.898603277192706,51.78829305841265,990.5341236967121,0.25309816889718795,478.119378174522,1.5145951041799521,-0.9178649664642484,-0.40471639422082184,-3.9887557451554763,1,3
26.766751696563706,35.60841784197098,1023.505936587117,0.5343920482048823,371.4299403765422,1.20895294441427,-0.6534113598583084,-1.3742518293156558,-14.98542611012428,0,3
